Year,Title,Length,Score,Sales,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
2011,Below Zero,10,44,0,Thriller,Horror,0,0,0,0,0
2011,The Adventures of Tintin,24,67,371,Adventure,Animation,Mystery,0,0,0,0
2011,All Superheroes Must Die,24,42,0,Science Fiction,Thriller,0,0,0,0,0
2011,In Time,7,67,173,Action,Thriller,Science Fiction,0,0,0,0
2011,Puss in Boots,13,64,554,Action,Adventure,Animation,Family,Fantasy,0,0
2011,Like Crazy,10,64,3,Drama,Romance,0,0,0,0,0
2011,October Baby,12,68,5,Drama,0,0,0,0,0,0
2011,Tower Heist,11,58,152,Action,Comedy,0,0,0,0,0
2011,The Son of No One,17,48,0,Drama,Thriller,Crime,0,0,0,0
2011,A Very Harold & Kumar Christmas,31,60,35,Comedy,0,0,0,0,0,0
2011,Haywire,7,56,33,Action,Thriller,0,0,0,0,0
2011,J. Edgar,8,60,84,Drama,Crime,History,0,0,0,0
2011,Immortals,9,57,226,Fantasy,Action,Drama,0,0,0,0
2011,Jack and Jill,13,41,149,Comedy,0,0,0,0,0,0
2011,We Have Your Husband,20,50,0,TV Movie,Crime,Drama,Thriller,0,0,0
2011,Happy Feet Two,14,58,150,Animation,Comedy,Family,0,0,0,0
2011,Another Happy Day,17,62,0,Comedy,Drama,0,0,0,0,0
2011,The Muppets,11,65,165,Comedy,Family,Music,0,0,0,0
2011,Sherlock Holmes: A Game of Shadows,34,70,334,Adventure,Action,Crime,Mystery,0,0,0
2011,Hugo,4,70,185,Adventure,Drama,Family,0,0,0,0
2011,Take Shelter,12,71,3,Thriller,Drama,0,0,0,0,0
2011,The Best Exotic Marigold Hotel,30,69,136,Drama,Comedy,0,0,0,0,0
2011,The Innkeepers,14,54,0,Horror,Thriller,0,0,0,0,0
2011,Mission: Impossible - Ghost Protocol,36,68,694,Action,Thriller,Adventure,0,0,0,0
2011,New Year's Eve,14,57,142,Comedy,Romance,0,0,0,0,0
2011,The Sitter,10,54,34,Comedy,0,0,0,0,0,0
2011,Ghost Rider: Spirit of Vengeance,32,47,149,Action,Fantasy,Thriller,0,0,0,0
2011,The Girl with the Dragon Tattoo,31,72,232,Thriller,Crime,Mystery,Drama,0,0,0
2011,Alvin and the Chipmunks: Chipwrecked,36,54,342,Comedy,Fantasy,Family,Music,Animation,0,0
2011,The Flowers of War,18,71,95,Drama,History,War,0,0,0,0
2011,Young Adult,11,56,22,Comedy,Drama,0,0,0,0,0
2011,Albert Nobbs,12,62,5,Drama,0,0,0,0,0,0
2011,We Bought a Zoo,15,65,120,Drama,Comedy,Family,0,0,0,0
2011,The Darkest Hour,16,48,64,Horror,Action,Thriller,Science Fiction,0,0,0
2011,In the Land of Blood and Honey,30,58,0,Drama,Romance,War,0,0,0,0
2011,Extremely Loud & Incredibly Close,33,69,55,Drama,0,0,0,0,0,0
2011,War Horse,9,70,177,Drama,War,0,0,0,0,0
2011,Newlyweds,9,59,0,Comedy,Romance,0,0,0,0,0
2011,The Iron Lady,13,62,114,History,Drama,0,0,0,0,0
2012,The Devil Inside,16,46,101,Thriller,Horror,0,0,0,0,0
2012,Contraband,10,61,63,Thriller,Action,Drama,Crime,0,0,0
2012,Man on a Ledge,14,62,46,Action,Thriller,Crime,0,0,0,0
2012,Joyful Noise,12,67,0,Comedy,Music,0,0,0,0,0
2012,Underworld: Awakening,21,61,160,Fantasy,Action,Horror,0,0,0,0
2012,Red Tails,9,59,50,Drama,Action,Adventure,History,War,0,0
2012,Journey 2: The Mysterious Island,32,58,355,Adventure,Action,Science Fiction,0,0,0,0
2012,Sanctuary: Quite a Conundrum,28,0,0,Thriller,Horror,Comedy,0,0,0,0
2012,Black Rock,10,49,0,Thriller,Horror,0,0,0,0,0
2012,Supporting Characters,21,67,0,Drama,Comedy,0,0,0,0,0
2012,The Grey,8,64,77,Action,Drama,Thriller,0,0,0,0
2012,One for the Money,17,53,36,Action,Comedy,Crime,0,0,0,0
2012,When the Lights Went Out,24,58,0,Thriller,Drama,Horror,0,0,0,0
2012,The Woman in Black,18,61,127,Drama,Horror,Thriller,0,0,0,0
2012,Chronicle,9,66,145,Science Fiction,Drama,Thriller,0,0,0,0
2012,Big Miracle,11,66,24,Adventure,Drama,Romance,0,0,0,0
2012,Dysfunctional Friends,21,50,0,Comedy,Romance,0,0,0,0,0
2012,The Vow,7,70,196,Drama,Romance,0,0,0,0,0
2012,Safe House,10,63,208,Action,Thriller,0,0,0,0,0
2012,LOL,3,59,0,Drama,Comedy,Romance,0,0,0,0
2012,This Means War,14,59,156,Action,Comedy,Romance,0,0,0,0
2012,Wanderlust,10,53,24,Comedy,0,0,0,0,0,0
2012,Good Deeds,10,62,0,Comedy,Drama,Romance,0,0,0,0
2012,Sholem Aleichem: Laughing In The Darkness,41,70,0,Documentary,0,0,0,0,0,0
2012,Act of Valor,12,63,81,Action,Thriller,War,0,0,0,0
2012,Project X,9,65,100,Comedy,Crime,0,0,0,0,0
2012,El Rey de Najayo,16,0,0,Crime,Drama,0,0,0,0,0
2012,Tim and Eric's Billion Dollar Movie,35,52,0,Comedy,0,0,0,0,0,0
2012,Red Lights,10,60,13,Thriller,0,0,0,0,0,0
2012,High Road,9,58,0,Comedy,0,0,0,0,0,0
2012,John Carter,11,61,284,Action,Adventure,Science Fiction,0,0,0,0
2012,A Thousand Words,16,60,22,Drama,Comedy,0,0,0,0,0
2012,The Raven,9,61,29,Crime,Thriller,Mystery,0,0,0,0
2012,Small Apartments,16,57,0,Comedy,Crime,0,0,0,0,0
2012,The Pirates! In an Adventure with Scientists!,45,64,118,Animation,Adventure,Family,Comedy,0,0,0
2012,The Hunger Games,16,69,691,Science Fiction,Adventure,Fantasy,0,0,0,0
2012,21 Jump Street,14,67,201,Action,Comedy,Crime,0,0,0,0
2012,Mirror Mirror,13,55,183,Adventure,Fantasy,Drama,Comedy,Science Fiction,Family,0
2012,Casa De Mi Padre,16,55,0,Comedy,Western,0,0,0,0,0
2012,Snow White: A Deadly Summer,27,48,0,Horror,Thriller,0,0,0,0,0
2012,Wrath of the Titans,19,55,301,Adventure,0,0,0,0,0,0
2012,Girls Gone Dead,15,35,0,Horror,Comedy,0,0,0,0,0
2012,Sinister,8,67,77,Horror,Thriller,Mystery,0,0,0,0
2012,The Cold Light of Day,21,48,16,Action,Thriller,0,0,0,0,0
2012,American Reunion,16,61,234,Comedy,0,0,0,0,0,0
2012,Damsels in Distress,19,56,0,Comedy,Romance,0,0,0,0,0
2012,Battleship,10,55,303,Thriller,Action,Adventure,Science Fiction,0,0,0
2012,The Cabin in the Woods,22,65,66,Horror,Thriller,0,0,0,0,0
2012,Lockout,7,58,32,Action,Thriller,Science Fiction,0,0,0,0
2012,The Three Stooges,17,49,54,Comedy,0,0,0,0,0,0
2012,Blue Like Jazz,14,58,0,Drama,Comedy,0,0,0,0,0
2012,Think Like a Man,16,69,96,Comedy,Romance,0,0,0,0,0
2012,Safe,4,63,40,Action,Crime,Thriller,0,0,0,0
2012,The Lucky One,13,68,99,Drama,Romance,0,0,0,0,0
2012,To Rome with Love,17,56,73,Romance,Comedy,0,0,0,0,0
2012,Darling Companion,17,53,0,Drama,Romance,0,0,0,0,0
2012,Freaky Deaky,12,49,0,Comedy,0,0,0,0,0,0
2012,Eddie: The Sleepwalking Cannibal,32,61,0,Horror,Comedy,0,0,0,0,0
2012,The Avengers,12,74,1519,Science Fiction,Action,Adventure,0,0,0,0
2012,The Five-Year Engagement,24,57,53,Comedy,0,0,0,0,0,0
2012,Outside Bet,11,58,0,Comedy,0,0,0,0,0,0
2012,Detention of the Dead,21,45,0,Comedy,Horror,0,0,0,0,0
2012,Bernie,6,65,9,Comedy,Crime,Drama,0,0,0,0
2012,Should've Been Romeo,20,0,0,Comedy,Drama,0,0,0,0,0
2012,The Sessions,12,66,9,Drama,Romance,Comedy,0,0,0,0
2012,Dark Shadows,12,57,245,Comedy,Fantasy,0,0,0,0,0
2012,The Dictator,12,59,179,Comedy,0,0,0,0,0,0
2012,Moonrise Kingdom,16,76,68,Comedy,Drama,Romance,0,0,0,0
2012,What to Expect When You're Expecting,36,58,79,Romance,Comedy,Drama,0,0,0,0
2012,Stolen,6,51,2,Action,Crime,Drama,Thriller,0,0,0
2012,Indie Game: The Movie,21,74,0,Documentary,0,0,0,0,0,0
2012,Stitches,8,55,0,Horror,0,0,0,0,0,0
2012,On the Road,11,55,8,Adventure,Drama,0,0,0,0,0
2012,Men in Black 3,14,62,624,Action,Comedy,Science Fiction,0,0,0,0
2012,Chernobyl Diaries,17,49,18,Horror,Thriller,0,0,0,0,0
2012,Now Is Good,11,73,0,Drama,Romance,0,0,0,0,0
2012,Snow White and the Huntsman,27,58,396,Adventure,Fantasy,Drama,0,0,0,0
2012,Prometheus,10,63,403,Science Fiction,Adventure,Mystery,0,0,0,0
2012,Hardflip,8,47,0,Drama,Action,0,0,0,0,0
2012,For Greater Glory - The True Story of Cristiada,47,64,9,History,Drama,0,0,0,0,0
2012,Zambezia,8,53,0,Comedy,Animation,Adventure,Family,0,0,0
2012,Madagascar 3: Europe's Most Wanted,34,64,746,Animation,Family,0,0,0,0,0
2012,Safety Not Guaranteed,21,68,4,Comedy,Romance,Science Fiction,Drama,0,0,0
2012,Rock of Ages,12,60,59,Comedy,Drama,Music,Romance,0,0,0
2012,That's My Boy,13,55,58,Comedy,0,0,0,0,0,0
2012,Foodfight!,10,23,0,Animation,Action,Comedy,Family,0,0,0
2012,Abraham Lincoln: Vampire Hunter,31,55,112,Action,Fantasy,Horror,0,0,0,0
2012,Brave,5,67,538,Animation,Adventure,Comedy,Family,Action,Fantasy,0
2012,Seeking a Friend for the End of the World,41,63,9,Comedy,Drama,Romance,Science Fiction,0,0,0
2012,Ice Age: Continental Drift,26,62,877,Animation,Comedy,Adventure,Family,0,0,0
2012,The Amazing Spider-Man,22,65,752,Action,Adventure,Fantasy,0,0,0,0
2012,Magic Mike,10,61,167,Drama,Comedy,0,0,0,0,0
2012,Katy Perry: Part of Me,22,65,32,Documentary,Music,0,0,0,0,0
2012,Ted,3,63,549,Comedy,Fantasy,0,0,0,0,0
2012,Madea's Witness Protection,26,59,0,Drama,Comedy,Crime,0,0,0,0
2012,Beasts of the Southern Wild,27,68,21,Drama,Fantasy,0,0,0,0,0
2012,Amour,5,75,19,Drama,Romance,0,0,0,0,0
2012,Holy Motors,11,69,0,Drama,Fantasy,0,0,0,0,0
2012,Savages,7,62,82,Crime,Drama,Thriller,0,0,0,0
2012,The Gatekeepers,15,65,0,Documentary,0,0,0,0,0,0
2012,2016: Obama's America,21,46,33,Documentary,0,0,0,0,0,0
2012,The Dark Knight Rises,21,76,1084,Action,Crime,Drama,Thriller,0,0,0
2012,How to Fall in Love,19,52,0,Comedy,Romance,TV Movie,0,0,0,0
2012,The Watch,9,53,68,Comedy,0,0,0,0,0,0
2012,Step Up Revolution,18,67,140,Music,Drama,Romance,0,0,0,0
2012,Diary of a Wimpy Kid: Dog Days,30,60,77,Comedy,Family,0,0,0,0,0
2012,ParaNorman,10,67,107,Family,Animation,Adventure,Comedy,0,0,0
2012,Celeste & Jesse Forever,23,64,3,Comedy,Drama,Romance,0,0,0,0
2012,Truth or Dare,13,57,0,Horror,Thriller,Mystery,0,0,0,0
2012,Bachelorette,12,53,11,Comedy,Romance,0,0,0,0,0
2012,Hope Springs,12,58,114,Drama,Comedy,Romance,0,0,0,0
2012,The Expendables 2,17,61,312,Action,Adventure,Thriller,0,0,0,0
2012,The Bourne Legacy,17,60,276,Action,Thriller,0,0,0,0,0
2012,The Campaign,12,56,104,Comedy,0,0,0,0,0,0
2012,Supercapitalist,15,35,0,Thriller,0,0,0,0,0,0
2012,Grabbers,8,60,0,Science Fiction,Comedy,Thriller,Horror,0,0,0
2012,The Odd Life of Timothy Green,29,65,51,Fantasy,Drama,Comedy,Family,0,0,0
2012,Robot & Frank,13,68,3,Science Fiction,Comedy,Drama,Crime,0,0,0
2012,Sparkle,7,58,24,Drama,Music,0,0,0,0,0
2012,Hit & Run,9,55,14,Action,Comedy,Romance,0,0,0,0
2012,The Apparition,14,45,9,Horror,Thriller,0,0,0,0,0
2012,Compliance,10,63,0,Drama,Thriller,Crime,0,0,0,0
2012,Premium Rush,12,62,31,Crime,Action,Thriller,0,0,0,0
2012,Vamps,5,48,0,Comedy,Romance,Horror,0,0,0,0
2012,After,5,56,0,Mystery,Thriller,0,0,0,0,0
2012,The Hunt,8,79,16,Drama,0,0,0,0,0,0
2012,The Oogieloves in the Big Balloon Adventure,43,22,0,Family,0,0,0,0,0,0
2012,The Possession,14,58,85,Horror,Thriller,0,0,0,0,0
2012,The Act of Killing,18,75,0,Documentary,0,0,0,0,0,0
2012,For a Good Time, Call...,24,58,1,Comedy,0,0,0,0,0,0
2012,The Iceman,10,64,1,Thriller,Crime,Drama,0,0,0,0
2012,Bait,4,53,0,Action,Horror,Thriller,0,0,0,0
2012,Anna Karenina,13,65,68,Drama,Romance,0,0,0,0,0
2012,The Words,9,64,13,Drama,Thriller,0,0,0,0,0
2012,The Master,10,70,28,Drama,0,0,0,0,0,0
2012,Seven Psychopaths,17,67,19,Comedy,Crime,0,0,0,0,0
2012,Dredd,5,66,41,Action,Science Fiction,0,0,0,0,0
2012,The Brass Teapot,16,58,0,Comedy,Fantasy,Thriller,0,0,0,0
2012,Silver Linings Playbook,23,69,205,Drama,Comedy,Romance,0,0,0,0
2012,Quartet,7,63,59,Drama,Comedy,Romance,0,0,0,0
2012,The Impossible,14,70,180,Thriller,Drama,0,0,0,0,0
2012,The Lords of Salem,18,51,1,Horror,Thriller,0,0,0,0,0
2012,The Sweeney,11,57,6,Action,Drama,Crime,0,0,0,0
2012,Resident Evil: Retribution,26,56,240,Action,Horror,Science Fiction,0,0,0,0
2012,Inescapable,11,52,0,Thriller,Romance,0,0,0,0,0
2012,Arbitrage,9,61,35,Drama,Thriller,0,0,0,0,0
2012,Antiviral,9,57,0,Science Fiction,Horror,0,0,0,0,0
2012,The Perks of Being a Wallflower,31,77,33,Drama,Romance,0,0,0,0,0
2012,Killing Them Softly,19,58,37,Crime,Thriller,0,0,0,0,0
2012,Hotel Transylvania,18,68,358,Animation,Comedy,Family,Fantasy,0,0,0
2012,End of Watch,12,72,48,Crime,Drama,Thriller,0,0,0,0
2012,Trouble with the Curve,22,66,0,Drama,Romance,0,0,0,0,0
2012,The Collection,14,59,6,Horror,Thriller,0,0,0,0,0
2012,House at the End of the Street,30,56,44,Horror,Thriller,0,0,0,0,0
2012,Promised Land,13,60,8,Drama,0,0,0,0,0,0
2012,Looper,6,66,47,Action,Thriller,Science Fiction,0,0,0,0
2012,Trade Of Innocents,18,55,0,Drama,Thriller,0,0,0,0,0
2012,Taken 2,7,61,376,Action,Crime,Thriller,0,0,0,0
2012,Won't Back Down,15,58,5,Drama,0,0,0,0,0,0
2012,The Other Dream Team,20,69,0,Documentary,0,0,0,0,0,0
2012,Pitch Perfect,13,73,115,Comedy,Music,Romance,0,0,0,0
2012,Frankenweenie,13,66,35,Animation,Comedy,Family,0,0,0,0
2012,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,58,71,0,Documentary,0,0,0,0,0,0
2012,The Frozen,10,42,0,Horror,Thriller,0,0,0,0,0
2012,Silent Hill: Revelation 3D,26,50,52,Thriller,Horror,Mystery,0,0,0,0
2012,The Snow Queen,14,51,12,Animation,Fantasy,0,0,0,0,0
2012,Here Comes the Boom,19,60,73,Comedy,0,0,0,0,0,0
2012,Argo,4,71,232,Drama,Thriller,0,0,0,0,0
2012,Middle of Nowhere,17,66,0,Drama,0,0,0,0,0,0
2012,Atlas Shrugged Part II,22,54,0,Drama,Science Fiction,Mystery,0,0,0,0
2012,Hayride,7,51,0,Thriller,Horror,0,0,0,0,0
2012,Paranormal Activity 4,21,52,142,Horror,0,0,0,0,0,0
2012,Alex Cross,10,51,30,Action,Thriller,Crime,Mystery,0,0,0
2012,Skyfall,7,69,1108,Action,Adventure,Thriller,0,0,0,0
2012,Fun Size,8,55,11,Comedy,0,0,0,0,0,0
2012,Chasing Mavericks,17,70,0,Drama,0,0,0,0,0,0
2012,Cloud Atlas,11,66,130,Drama,Science Fiction,0,0,0,0,0
2012,The Helpers,11,41,0,Horror,0,0,0,0,0,0
2012,Vessel,6,59,0,Horror,Science Fiction,0,0,0,0,0
2012,Fly Me to the Moon,18,56,0,Comedy,Romance,0,0,0,0,0
2012,Wreck-It Ralph,14,71,471,Family,Animation,Comedy,Adventure,0,0,0
2012,Burn,4,69,0,Foreign,Documentary,0,0,0,0,0
2012,The Man with the Iron Fists,27,52,15,Action,0,0,0,0,0,0
2012,Flight,6,65,161,Drama,0,0,0,0,0,0
2012,Deadfall,8,56,0,Crime,Drama,Thriller,0,0,0,0
2012,Lincoln,7,67,275,History,Drama,0,0,0,0,0
2012,Cirque du Soleil: Worlds Away,29,61,34,Fantasy,Family,0,0,0,0,0
2012,The Twilight Saga: Breaking Dawn - Part 2,41,61,829,Adventure,Fantasy,Drama,Romance,0,0,0
2012,Jab Tak Hai Jaan,16,73,0,Drama,Romance,0,0,0,0,0
2012,Life of Pi,10,72,609,Adventure,Drama,Action,0,0,0,0
2012,Rise of the Guardians,21,71,306,Fantasy,Animation,Family,0,0,0,0
2012,The Hobbit: An Unexpected Journey,33,70,1021,Adventure,Fantasy,Action,0,0,0,0
2012,Playing for Keeps,17,54,0,Comedy,Romance,0,0,0,0,0
2012,Restless,8,49,0,TV Movie,Romance,Drama,0,0,0,0
2012,Khiladi 786,11,47,0,Action,Comedy,0,0,0,0,0
2012,Black November,14,64,0,Drama,Action,Crime,0,0,0,0
2012,Ernest & Celestine,18,76,8,Animation,Comedy,Drama,Family,0,0,0
2012,U.F.O.,6,31,0,Action,Adventure,Science Fiction,0,0,0,0
2012,Les Misérables,15,71,441,Drama,Music,Romance,0,0,0,0
2012,Zero Dark Thirty,16,67,132,Thriller,Drama,History,0,0,0,0
2012,The Guilt Trip,14,54,41,Comedy,0,0,0,0,0,0
2012,This Is 40,10,56,88,Comedy,0,0,0,0,0,0
2012,Jack Reacher,12,63,218,Crime,Drama,Thriller,0,0,0,0
2012,Parental Guidance,17,57,119,Comedy,0,0,0,0,0,0
2012,Django Unchained,16,78,425,Drama,Western,0,0,0,0,0
2012,Maniac,6,60,0,Horror,0,0,0,0,0,0
2013,The Best Offer,14,77,19,Drama,Romance,Crime,Mystery,0,0,0
2013,Movie 43,8,44,32,Comedy,0,0,0,0,0,0
2013,Last I Heard,12,60,0,Drama,Comedy,0,0,0,0,0
2013,Green Street Hooligans: Underground,35,54,0,Action,Drama,0,0,0,0,0
2013,Texas Chainsaw 3D,17,53,47,Horror,Thriller,0,0,0,0,0
2013,The Grandmaster,15,63,64,Action,Drama,History,0,0,0,0
2013,Gangster Squad,14,62,105,Crime,Drama,Action,Thriller,0,0,0
2013,A Haunted House,15,54,60,Comedy,Horror,0,0,0,0,0
2013,The Last Stand,14,57,0,Action,Crime,Thriller,0,0,0,0
2013,30 Nights of Paranormal Activity With the Devil Inside the Gir,62,29,0,Comedy,0,0,0,0,0,0
2013,Straight A's,12,52,0,Comedy,Drama,0,0,0,0,0
2013,Mama,4,60,146,Horror,0,0,0,0,0,0
2013,Hansel & Gretel: Witch Hunters,30,57,224,Fantasy,Horror,Action,0,0,0,0
2013,Broken City,11,57,19,Thriller,Crime,Drama,0,0,0,0
2013,Batman: The Dark Knight Returns, Part 2,39,79,0,Action,Animation,0,0,0,0,0
2013,Parker,6,57,46,Action,Crime,0,0,0,0,0
2013,Spring Breakers,15,50,31,Drama,Crime,0,0,0,0,0
2013,Warm Bodies,11,64,116,Horror,Comedy,Romance,0,0,0,0
2013,Bullet to the Head,18,52,9,Action,Crime,Thriller,0,0,0,0
2013,The Haunting in Connecticut 2: Ghosts of Georgia,48,56,0,Horror,Drama,Thriller,0,0,0,0
2013,A Good Day to Die Hard,22,52,304,Action,Thriller,0,0,0,0,0
2013,Side Effects,12,64,63,Thriller,Crime,Drama,0,0,0,0
2013,Safe Haven,10,69,97,Romance,0,0,0,0,0,0
2013,Identity Thief,14,56,173,Comedy,Crime,0,0,0,0,0
2013,ABCD (Any Body Can Dance),25,56,0,Drama,Music,0,0,0,0,0
2013,Beautiful Creatures,19,56,60,Fantasy,Drama,Romance,0,0,0,0
2013,Escape from Planet Earth,24,57,74,Animation,Comedy,Adventure,Family,Science Fiction,0,0
2013,Dry Spell,9,60,0,Comedy,Romance,0,0,0,0,0
2013,Hansel and Gretel Get Baked,27,48,0,Horror,Comedy,0,0,0,0,0
2013,Aroused,7,72,0,Documentary,0,0,0,0,0,0
2013,Snitch,6,58,42,Thriller,Drama,0,0,0,0,0
2013,Jack the Giant Slayer,21,55,197,Action,Family,Fantasy,0,0,0,0
2013,Hard to Be a God,16,67,1,Drama,Science Fiction,0,0,0,0,0
2013,The Last Exorcism Part II,25,44,15,Horror,Thriller,0,0,0,0,0
2013,Stoker,6,65,12,Drama,Horror,Thriller,0,0,0,0
2013,Along the Roadside,18,77,0,Romance,Comedy,Music,0,0,0,0
2013,The Lost Medallion: The Adventures of Billy Stone,49,56,0,Adventure,Family,0,0,0,0,0
2013,Roadside,8,42,0,Horror,Drama,0,0,0,0,0
2013,21 & Over,9,57,48,Comedy,0,0,0,0,0,0
2013,Oz: The Great and Powerful,26,57,491,Fantasy,Adventure,Family,0,0,0,0
2013,Dead Man Down,13,59,18,Thriller,Action,Crime,Drama,0,0,0
2013,Cheap Thrills,13,63,0,Drama,Comedy,Crime,0,0,0,0
2013,Out of Inferno,14,58,0,Action,0,0,0,0,0,0
2013,Enter the Dangerous Mind,24,48,0,Thriller,0,0,0,0,0,0
2013,The Incredible Burt Wonderstone,31,53,27,Comedy,0,0,0,0,0,0
2013,The Call,8,66,68,Crime,Thriller,0,0,0,0,0
2013,The Place Beyond the Pines,26,68,35,Drama,Crime,0,0,0,0,0
2013,The Croods,10,68,585,Adventure,Animation,Comedy,Family,Fantasy,0,0
2013,Olympus Has Fallen,18,62,161,Action,Thriller,0,0,0,0,0
2013,Admission,9,54,18,Comedy,Drama,Romance,0,0,0,0
2013,The Host,8,60,63,Action,Adventure,Romance,Science Fiction,Thriller,0,0
2013,G.I. Joe: Retaliation,21,54,371,Adventure,Action,Science Fiction,Thriller,0,0,0
2013,Trance,6,65,24,Thriller,Crime,Drama,Mystery,0,0,0
2013,Adore,5,61,0,Drama,0,0,0,0,0,0
2013,Evil Dead,9,64,97,Horror,0,0,0,0,0,0
2013,Before Midnight,15,74,11,Romance,Drama,0,0,0,0,0
2013,Oblivion,8,64,286,Action,Science Fiction,Adventure,Mystery,0,0,0
2013,Scary Movie 5,13,46,78,Comedy,0,0,0,0,0,0
2013,Open Road,9,52,0,Action,Drama,Thriller,0,0,0,0
2013,42,2,68,95,Drama,0,0,0,0,0,0
2013,Pain & Gain,11,61,86,Thriller,Crime,Action,0,0,0,0
2013,Iron Man 3,10,68,1215,Action,Adventure,Science Fiction,0,0,0,0
2013,Home Run,8,63,2,Drama,0,0,0,0,0,0
2013,Her Cry: La Llorona Investigation,33,0,0,Horror,0,0,0,0,0,0
2013,Filly Brown,11,59,0,Drama,0,0,0,0,0,0
2013,Bending Steel,13,50,0,Documentary,0,0,0,0,0,0
2013,The Big Wedding,15,57,21,Comedy,0,0,0,0,0,0
2013,The Ghastly Love of Johnny X,28,66,0,Comedy,Fantasy,Music,0,0,0,0
2013,Mud,3,70,21,Drama,0,0,0,0,0,0
2013,Cinco de Mayo: La Batalla,25,58,0,War,History,Drama,0,0,0,0
2013,Star Trek Into Darkness,23,74,467,Action,Adventure,Science Fiction,0,0,0,0
2013,Peeples,7,56,0,Comedy,0,0,0,0,0,0
2013,The Great Gatsby,16,73,351,Drama,Romance,0,0,0,0,0
2013,Epic,4,64,268,Animation,Adventure,Family,Fantasy,0,0,0
2013,Treachery,9,48,0,Drama,0,0,0,0,0,0
2013,Frances Ha,10,72,4,Comedy,Drama,0,0,0,0,0
2013,The Great Beauty,16,73,8,Comedy,Drama,0,0,0,0,0
2013,The Vatican Exorcisms,21,44,0,Horror,Documentary,Mystery,0,0,0,0
2013,Now You See Me,14,73,117,Thriller,Crime,0,0,0,0,0
2013,Only God Forgives,17,56,10,Drama,Thriller,Crime,0,0,0,0
2013,After Earth,11,50,243,Science Fiction,Action,Adventure,0,0,0,0
2013,Yeh Jawaani Hai Deewani,23,72,46,Romance,0,0,0,0,0,0
2013,The Purge,9,60,89,Science Fiction,Horror,Thriller,0,0,0,0
2013,The East,8,65,2,Drama,Thriller,0,0,0,0,0
2013,Bleeding Hearts,15,20,0,Horror,0,0,0,0,0,0
2013,The Way Way Back,16,71,23,Comedy,Drama,0,0,0,0,0
2013,The Square,10,78,0,Documentary,Drama,History,0,0,0,0
2013,The Internship,14,61,44,Comedy,0,0,0,0,0,0
2013,This Is the End,15,63,126,Action,Comedy,0,0,0,0,0
2013,Man of Steel,12,65,662,Action,Adventure,Fantasy,Science Fiction,0,0,0
2013,Legends of Oz: Dorothy's Return,31,59,18,Animation,Music,Family,0,0,0,0
2013,20 Feet from Stardom,20,74,0,Documentary,Music,0,0,0,0,0
2013,World War Z,11,67,531,Action,Drama,Horror,Science Fiction,Thriller,0,0
2013,Monsters University,19,70,743,Animation,Family,0,0,0,0,0
2013,Despicable Me 2,15,70,970,Animation,Comedy,Family,0,0,0,0
2013,White House Down,16,64,205,Action,Drama,Thriller,0,0,0,0
2013,The Heat,8,65,158,Action,Comedy,Crime,0,0,0,0
2013,Independence Daysaster,22,42,0,Action,Science Fiction,0,0,0,0,0
2013,This Is Martin Bonner,21,66,0,Drama,0,0,0,0,0,0
2013,The Lone Ranger,15,59,89,Action,Adventure,Western,0,0,0,0
2013,The Immigrant,13,62,5,Drama,Romance,0,0,0,0,0
2013,Kevin Hart: Let Me Explain,26,71,32,Comedy,Documentary,0,0,0,0,0
2013,Coffee Town,11,67,0,Comedy,0,0,0,0,0,0
2013,Turbo,5,61,282,Animation,Family,0,0,0,0,0
2013,Sharknado,9,38,0,TV Movie,Horror,0,0,0,0,0
2013,Pacific Rim,11,67,407,Action,Science Fiction,Adventure,0,0,0,0
2013,Grown Ups 2,11,58,246,Comedy,0,0,0,0,0,0
2013,Kick-Ass 2,10,63,60,Action,Adventure,Crime,0,0,0,0
2013,Underdogs,9,60,24,Animation,Adventure,Romance,0,0,0,0
2013,The World's End,15,67,46,Comedy,Action,Science Fiction,0,0,0,0
2013,The Frozen Ground,17,61,5,Thriller,Crime,0,0,0,0,0
2013,The Conjuring,13,74,318,Horror,Thriller,0,0,0,0,0
2013,RED 2,5,64,0,Action,Comedy,Crime,Thriller,0,0,0
2013,R.I.P.D.,8,54,61,Fantasy,Action,Comedy,Crime,0,0,0
2013,Khumba,6,58,27,Animation,Adventure,Family,0,0,0,0
2013,Instructions Not Included,25,75,99,Comedy,Drama,0,0,0,0,0
2013,The Wolverine,13,63,415,Action,Science Fiction,Adventure,Fantasy,0,0,0
2013,The To Do List,14,55,3,Comedy,Romance,0,0,0,0,0
2013,Zombie Hunter,13,35,0,Comedy,Action,Science Fiction,Thriller,0,0,0
2013,Fruitvale Station,17,73,17,Drama,0,0,0,0,0,0
2013,Blue Jasmine,12,70,99,Comedy,Drama,0,0,0,0,0
2013,The Geographer Drank His Globe Away,35,73,4,Drama,0,0,0,0,0,0
2013,Don Jon,7,59,0,Romance,Comedy,Drama,0,0,0,0
2013,The Canyons,11,41,0,Thriller,Drama,0,0,0,0,0
2013,The Smurfs 2,12,55,347,Fantasy,Family,Comedy,Animation,0,0,0
2013,Snowpiercer,11,67,86,Action,Science Fiction,Drama,0,0,0,0
2013,The Spectacular Now,19,68,6,Comedy,Drama,Romance,0,0,0,0
