Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Score_Diff
LEGO Marvel Super Heroes                    ,PS4 ,2013,Action      ,Warner Bros. Interactive En,0.6,0.8,0,0.3,1.6,83.0,77.0,E10+,6.0 
Disney Infinity                             ,Wii ,2013,Action      ,Disney Interactive Studios ,1.1,0.4,0,0.1,1.6,NA  ,4.2 ,E10+,NA  
Dead Rising 3                               ,XOne,2013,Action      ,Microsoft Game Studios     ,1.1,0.3,0,0.1,1.6,78.0,68.0,M   ,10.0
Disney Infinity                             ,X360,2013,Action      ,Disney Interactive Studios ,1,0.3,0,0.1,1.4,74.0,65.0,E10+,9.0 
Metal Gear Rising: Revengeance              ,PS3 ,2013,Action      ,Konami Digital Entertainmen,0.5,0.4,0.4,0.2,1.4,80.0,79.0,M   ,1.0 
Ryse: Son of Rome                           ,XOne,2013,Action      ,Microsoft Game Studios     ,0.8,0.4,0,0.1,1.4,60.0,61.0,M   ,-1.0
Saints Row IV                               ,PS3 ,2013,Action      ,Deep Silver                ,0.6,0.4,0.1,0.2,1.2,76.0,63.0,M   ,13.0
LEGO Marvel Super Heroes                    ,XOne,2013,Action      ,Warner Bros. Interactive En,0.6,0.3,0,0.1,1.1,NA  ,6.8 ,E10+,NA  
Dead Space 3                                ,X360,2013,Action      ,Electronic Arts            ,0.6,0.3,0,0.1,1,78.0,64.0,M   ,14.0
Tom Clancy's Splinter Cell: Blacklist       ,X360,2013,Action      ,Ubisoft                    ,0.6,0.3,0,0.1,1,82.0,75.0,M   ,7.0 
Disney Infinity                             ,PS3 ,2013,Action      ,Disney Interactive Studios ,0.5,0.3,0,0.2,1,75.0,59.0,E10+,16.0
Dead Space 3                                ,PS3 ,2013,Action      ,Electronic Arts            ,0.4,0.4,0,0.2,1,76.0,64.0,M   ,12.0
Pro Evolution Soccer 2014                   ,PS3 ,2013,Action      ,Konami Digital Entertainmen,0,0.4,0.5,0,0.9,78.0,41.0,E   ,37.0
Tom Clancy's Splinter Cell: Blacklist       ,PS3 ,2013,Action      ,Ubisoft                    ,0.3,0.4,0.1,0.1,0.9,84.0,77.0,M   ,7.0 
LEGO Marvel Super Heroes                    ,3DS ,2013,Action      ,Warner Bros. Interactive En,0.4,0.4,0,0.1,0.9,61.0,52.0,E10+,9.0 
DmC: Devil May Cry                          ,PS3 ,2013,Action      ,Capcom                     ,0.2,0.3,0.2,0.1,0.8,85.0,53.0,M   ,32.0
Dead Island: Riptide                        ,X360,2013,Action      ,Deep Silver                ,0.4,0.3,0,0.1,0.8,57.0,63.0,M   ,-6.0
Resident Evil: Revelations                  ,PS3 ,2013,Action      ,Capcom                     ,0.1,0.3,0.2,0.1,0.7,74.0,72.0,M   ,2.0 
LEGO Marvel Super Heroes                    ,WiiU,2013,Action      ,Warner Bros. Interactive En,0.3,0.3,0,0.1,0.7,82.0,80  ,E10+,2   
Terraria                                    ,X360,2013,Action      ,505 Games                  ,0.3,0.3,0,0.1,0.7,81.0,72.0,T   ,9.0 
One Piece: Pirate Warriors 2                ,PS3 ,2013,Action      ,Namco Bandai Games         ,0,0.2,0.4,0.1,0.7,71.0,78.0,T   ,-7.0
Assassin's Creed IV: Black Flag             ,PC  ,2013,Action      ,Ubisoft                    ,0.2,0.4,0,0.1,0.6,84.0,77.0,M   ,7.0 
Dead Island: Riptide                        ,PS3 ,2013,Action      ,Deep Silver                ,0.3,0.2,0.1,0.1,0.6,62.0,59.0,M   ,3.0 
Dynasty Warriors 8                          ,PS3 ,2013,Action      ,Tecmo Koei                 ,0.1,0.1,0.3,0.1,0.6,68.0,85.0,T   ,-17.
Disney Infinity                             ,WiiU,2013,Action      ,Disney Interactive Studios ,0.3,0.2,0,0.1,0.6,71.0,76.0,E10+,-5.0
LEGO Marvel Super Heroes                    ,PSV ,2013,Action      ,Warner Bros. Interactive En,0.1,0.3,0,0.1,0.5,NA  ,NA  ,NA  ,NA  
Metal Gear Rising: Revengeance              ,X360,2013,Action      ,Konami Digital Entertainmen,0.3,0.1,0,0,0.5,82.0,78.0,M   ,4.0 
Deadpool                                    ,PS3 ,2013,Action      ,Activision                 ,0.2,0.1,0,0.1,0.5,61.0,72.0,M   ,-11.
DmC: Devil May Cry                          ,X360,2013,Action      ,Capcom                     ,0.3,0.1,0,0,0.4,86.0,51.0,M   ,35.0
Deadpool                                    ,X360,2013,Action      ,Activision                 ,0.3,0.1,0,0,0.4,62.0,74.0,M   ,-12.
Batman: Arkham Origins Blackgate            ,PSV ,2013,Action      ,Warner Bros. Interactive En,0.2,0.2,0,0.1,0.4,61.0,68.0,T   ,-7.0
Metro: Last Light                           ,PS3 ,2013,Action      ,Deep Silver                ,0.1,0.2,0,0.1,0.4,80.0,82.0,NA  ,-2.0
Attack on Titan: Humanity in Chains         ,3DS ,2013,Action      ,Screenlife                 ,0,0,0.4,0,0.4,46.0,45.0,M   ,1.0 
Terraria                                    ,PS3 ,2013,Action      ,505 Games                  ,0.1,0.2,0.1,0.1,0.4,81.0,79.0,T   ,2.0 
The Wonderful 101                           ,WiiU,2013,Action      ,Nintendo                   ,0.2,0.1,0.1,0,0.4,78.0,85.0,T   ,-7.0
One Piece: Unlimited World Red              ,3DS ,2013,Action      ,Namco Bandai Games         ,0.1,0,0.3,0,0.4,75.0,76.0,T   ,-1.0
Beyond: Two Souls                           ,PS3 ,2013,Adventure   ,Sony Computer Entertainment,0.5,0.8,0.1,0.3,1.6,70.0,81.0,M   ,-11.
Disney Magical World                        ,3DS ,2013,Adventure   ,Nintendo                   ,0.2,0.2,0.5,0,0.9,71.0,75.0,E   ,-4.0
Tearaway                                    ,PSV ,2013,Adventure   ,Sony Computer Entertainment,0.1,0.3,0,0.1,0.6,87.0,89.0,E   ,-2.0
Metal Gear Solid: The Legacy Collection     ,PS3 ,2013,Adventure   ,Konami Digital Entertainmen,0.3,0,0,0.1,0.4,93.0,90  ,M   ,3   
Phoenix Wright: Ace Attorney - Dual Destinie,3DS ,2013,Adventure   ,Capcom                     ,0,0,0.4,0,0.4,NA  ,NA  ,NA  ,NA  
Injustice: Gods Among Us                    ,X360,2013,Fighting    ,Warner Bros. Interactive En,1,0.3,0,0.1,1.4,81.0,79.0,T   ,2.0 
Injustice: Gods Among Us                    ,PS3 ,2013,Fighting    ,Warner Bros. Interactive En,0.5,0.5,0,0.2,1.2,78.0,79.0,T   ,-1.0
Naruto Shippuden: Ultimate Ninja Storm 3    ,PS3 ,2013,Fighting    ,Namco Bandai Games         ,0.3,0.3,0.1,0.1,0.9,77.0,79.0,T   ,-2.0
Injustice: Gods Among Us                    ,PS4 ,2013,Fighting    ,Warner Bros. Interactive En,0.5,0.3,0,0.2,0.9,NA  ,NA  ,NA  ,NA  
JoJo's Bizarre Adventure: All Star Battle   ,PS3 ,2013,Fighting    ,Namco Bandai Games         ,0.1,0,0.5,0,0.6,71.0,83.0,T   ,-12.
Naruto Shippuden: Ultimate Ninja Storm 3    ,X360,2013,Fighting    ,Namco Bandai Games         ,0.3,0.2,0,0.1,0.5,70.0,77.0,T   ,-7.0
Minecraft                                   ,X360,2013,Misc        ,Microsoft Game Studios     ,5.7,2.6,0,0.8,9.2,NA  ,NA  ,NA  ,NA  
Just Dance 2014                             ,Wii ,2013,Misc        ,Ubisoft                    ,1.9,1.4,0,0.3,3.6,NA  ,6.2 ,E10+,NA  
Mario Party: Island Tour                    ,3DS ,2013,Misc        ,Nintendo                   ,0.6,0.6,0.6,0.1,1.9,57.0,63.0,E   ,-6.0
Wii Party U                                 ,WiiU,2013,Misc        ,Nintendo                   ,0.3,0.6,0.8,0.1,1.8,65.0,68.0,E   ,-3.0
Just Dance 2014                             ,X360,2013,Misc        ,Ubisoft                    ,0.7,0.2,0,0.1,1,79.0,78.0,E10+,1.0 
Rocksmith 2014                              ,PS3 ,2013,Misc        ,Ubisoft                    ,0.5,0.2,0.1,0.2,1,NA  ,NA  ,NA  ,NA  
Rocksmith 2014                              ,X360,2013,Misc        ,Ubisoft                    ,0.7,0.2,0,0.1,0.9,NA  ,NA  ,NA  ,NA  
Rocksmith 2014                              ,PC  ,2013,Misc        ,Ubisoft                    ,0.4,0.2,0,0.1,0.7,NA  ,NA  ,NA  ,NA  
Just Dance 2014                             ,WiiU,2013,Misc        ,Ubisoft                    ,0.3,0.2,0,0.1,0.6,72.0,76.0,E10+,-4.0
Just Dance 2014                             ,XOne,2013,Misc        ,Ubisoft                    ,0.3,0.1,0,0,0.5,71.0,70  ,E10+,1   
Just Dance 2014                             ,PS4 ,2013,Misc        ,Ubisoft                    ,0.2,0.2,0,0.1,0.4,75.0,55.0,E10+,20.0
Super Mario 3D World                        ,WiiU,2013,Platform    ,Nintendo                   ,2.1,1.2,0.7,0.3,4.3,93.0,90  ,E   ,3   
New Super Luigi U                           ,WiiU,2013,Platform    ,Nintendo                   ,1.2,0.6,0.2,0.2,2.2,77.0,79.0,E   ,-2.0
Skylanders SWAP Force                       ,Wii ,2013,Platform    ,Activision                 ,1.2,0.8,0,0.2,2.1,NA  ,6.6 ,E10+,NA  
Donkey Kong Country Returns                 ,3DS ,2013,Platform    ,Nintendo                   ,0.7,0.6,0.4,0.1,1.9,NA  ,NA  ,NA  ,NA  
Knack                                       ,PS4 ,2013,Platform    ,Sony Computer Entertainment,0.4,0.7,0.4,0.2,1.7,54.0,65.0,E10+,-11.
LEGO City Undercover                        ,3DS ,2013,Platform    ,Nintendo                   ,0.5,0.8,0.1,0.1,1.5,NA  ,NA  ,NA  ,NA  
Skylanders SWAP Force                       ,X360,2013,Platform    ,Activision                 ,0.9,0.3,0,0.1,1.3,83.0,57.0,E10+,26.0
LEGO City Undercover                        ,WiiU,2013,Platform    ,Nintendo                   ,0.5,0.4,0.1,0.1,1.1,80.0,82.0,E10+,-2.0
Skylanders SWAP Force                       ,PS3 ,2013,Platform    ,Activision                 ,0.4,0.4,0,0.2,1,83.0,53.0,E10+,30.0
Rayman Legends                              ,WiiU,2013,Platform    ,Ubisoft                    ,0.2,0.3,0,0.1,0.7,92.0,87.0,E10+,5.0 
 Frozen: Olaf's Quest                       ,3DS ,2013,Platform    ,Disney Interactive Studios ,0.3,0.3,0,0.1,0.6,NA  ,NA  ,NA  ,NA  
Skylanders SWAP Force                       ,WiiU,2013,Platform    ,Activision                 ,0.4,0.1,0,0.1,0.6,89.0,60  ,E10+,29  
Rayman Legends                              ,PS3 ,2013,Platform    ,Ubisoft                    ,0.1,0.3,0,0.1,0.6,91.0,87.0,E10+,4.0 
Sly Cooper: Thieves in Time                 ,PS3 ,2013,Platform    ,Sony Computer Entertainment,0.3,0.1,0,0.1,0.5,75.0,83.0,E10+,-8.0
 Frozen: Olaf's Quest                       ,DS  ,2013,Platform    ,Disney Interactive Studios ,0.2,0.3,0,0,0.5,NA  ,NA  ,NA  ,NA  
Sonic Lost World                            ,3DS ,2013,Platform    ,Sega                       ,0.2,0.1,0.1,0,0.5,59.0,65.0,E10+,-6.0
Rayman Legends                              ,X360,2013,Platform    ,Ubisoft                    ,0.2,0.2,0,0,0.4,90.0,82.0,E10+,8.0 
Sonic Lost World                            ,WiiU,2013,Platform    ,Sega                       ,0.2,0.1,0,0,0.4,63.0,73.0,E10+,-10.
Skylanders SWAP Force                       ,PS4 ,2013,Platform    ,Activision                 ,0.2,0.1,0,0.1,0.4,79.0,52.0,E10+,27.0
Professor Layton and the Azran Legacy       ,3DS ,2013,Puzzle      ,Nintendo                   ,0,0.5,0.2,0,0.8,81.0,79.0,E10+,2.0 
Gran Turismo 6                              ,PS3 ,2013,Racing      ,Sony Computer Entertainment,0.7,1.7,0.4,0.4,3.2,81.0,77.0,E   ,4.0 
Forza Motorsport 5                          ,XOne,2013,Racing      ,Microsoft Game Studios     ,1.2,0.8,0,0.2,2.2,79.0,59.0,E   ,20.0
Need for Speed Rivals                       ,PS4 ,2013,Racing      ,Electronic Arts            ,0.7,0.9,0,0.3,2,80.0,62.0,E10+,18.0
Need for Speed Rivals                       ,PS3 ,2013,Racing      ,Electronic Arts            ,0.3,0.7,0.1,0.2,1.3,80.0,49.0,E10+,31.0
Need for Speed Rivals                       ,X360,2013,Racing      ,Electronic Arts            ,0.4,0.3,0,0.1,0.8,76.0,54.0,E10+,22.0
Need for Speed Rivals                       ,XOne,2013,Racing      ,Electronic Arts            ,0.5,0.2,0,0.1,0.7,75.0,58.0,E10+,17.0
F1 2013                                     ,PS3 ,2013,Racing      ,Codemasters                ,0,0.4,0,0.1,0.5,77.0,63.0,E   ,14.0
Pokemon X/Pokemon Y                         ,3DS ,2013,Role-Playing,Nintendo                   ,5.3,4.2,4.3,0.8,14.6,NA  ,NA  ,NA  ,NA  
Monster Hunter 4                            ,3DS ,2013,Role-Playing,Capcom                     ,0,0,3.4,0,3.4,NA  ,NA  ,NA  ,NA  
Yokai Watch                                 ,3DS ,2013,Role-Playing,Nintendo                   ,0.2,0.5,1.3,0.1,2.1,NA  ,NA  ,NA  ,NA  
Mario & Luigi: Dream Team                   ,3DS ,2013,Role-Playing,Nintendo                   ,0.9,0.6,0.5,0.1,2.1,NA  ,NA  ,NA  ,NA  
Diablo III                                  ,PS3 ,2013,Role-Playing,Activision                 ,0.7,0.8,0.1,0.3,1.9,86.0,64.0,M   ,22.0
Kingdom Hearts                              ,PS3 ,2013,Role-Playing,Square Enix                ,0.9,0.3,0.2,0.2,1.7,NA  ,NA  ,NA  ,NA  
Puzzle & Dragons                            ,3DS ,2013,Role-Playing,GungHo                     ,0,0,1.5,0,1.5,NA  ,NA  ,NA  ,NA  
Dragon Quest VII: Warriors of Eden          ,3DS ,2013,Role-Playing,Square Enix                ,0.1,0.1,1.3,0,1.5,NA  ,NA  ,NA  ,NA  
Diablo III                                  ,X360,2013,Role-Playing,Activision                 ,0.9,0.4,0,0.1,1.4,87.0,66.0,M   ,21.0
Final Fantasy X / X-2 HD Remaster           ,PS3 ,2013,Role-Playing,Square Enix                ,0.4,0.4,0.3,0.2,1.3,85.0,85.0,T   ,0.0 
Final Fantasy XIV: A Realm Reborn           ,PS3 ,2013,Role-Playing,Square Enix                ,0.4,0.3,0.3,0.1,1.1,NA  ,NA  ,NA  ,NA  
Lightning Returns: Final Fantasy XIII       ,PS3 ,2013,Role-Playing,Square Enix                ,0.3,0.2,0.5,0.1,1.1,66.0,59.0,T   ,7.0 
Final Fantasy X / X-2 HD Remaster           ,PSV ,2013,Role-Playing,Square Enix                ,0.2,0.2,0.3,0.1,0.8,86.0,85.0,T   ,1.0 
Shin Megami Tensei IV                       ,3DS ,2013,Role-Playing,Atlus                      ,0.3,0,0.3,0,0.6,83.0,83.0,M   ,0.0 
Dragon's Crown                              ,PS3 ,2013,Role-Playing,Nippon Ichi Software       ,0.2,0.1,0.2,0.1,0.5,82.0,83.0,T   ,-1.0
Tales of Symphonia                          ,PS3 ,2013,Role-Playing,Namco Bandai Games         ,0.2,0.1,0.1,0.1,0.5,NA  ,7.2 ,T   ,NA  
Soul Sacrifice                              ,PSV ,2013,Role-Playing,Sony Computer Entertainment,0.1,0.1,0.2,0.1,0.5,77.0,82.0,M   ,-5.0
God Eater 2                                 ,PSV ,2013,Role-Playing,Namco Bandai Games         ,0,0,0.5,0,0.5,NA  ,NA  ,NA  ,NA  
Hometown Story                              ,3DS ,2013,Role-Playing,Rising Star Games          ,0.2,0.1,0,0,0.4,47.0,60  ,E10+,-13 
Dragon Quest X                              ,WiiU,2013,Role-Playing,Square Enix                ,0,0,0.4,0,0.4,NA  ,NA  ,NA  ,NA  
Call of Duty: Ghosts                        ,X360,2013,Shooter     ,Activision                 ,6.7,2.6,0,0.9,10.2,73.0,26.0,M   ,47.0
Call of Duty: Ghosts                        ,PS3 ,2013,Shooter     ,Activision                 ,4.1,3.6,0.4,1.2,9.4,71.0,26.0,M   ,45.0
Call of Duty: Ghosts                        ,PS4 ,2013,Shooter     ,Activision                 ,1.8,1.4,0.1,0.6,3.8,78.0,37.0,M   ,41.0
Battlefield 4                               ,PS4 ,2013,Shooter     ,Electronic Arts            ,1.4,1.6,0.2,0.5,3.6,85.0,69.0,M   ,16.0
Battlefield 4                               ,PS3 ,2013,Shooter     ,Electronic Arts            ,1.3,1.4,0.3,0.5,3.5,80.0,58.0,M   ,22.0
Battlefield 4                               ,X360,2013,Shooter     ,Electronic Arts            ,2.1,1,0,0.3,3.5,79.0,56.0,M   ,23.0
Call of Duty: Ghosts                        ,XOne,2013,Shooter     ,Activision                 ,1.9,0.8,0,0.3,2.9,78.0,43.0,M   ,35.0
Killzone: Shadow Fall                       ,PS4 ,2013,Shooter     ,Sony Computer Entertainment,0.9,1.3,0.1,0.4,2.7,73.0,68.0,M   ,5.0 
Battlefield 4                               ,XOne,2013,Shooter     ,Electronic Arts            ,1.2,0.6,0,0.2,2,81.0,66.0,M   ,15.0
BioShock Infinite                           ,X360,2013,Shooter     ,Take-Two Interactive       ,1.2,0.5,0,0.2,1.9,93.0,85.0,M   ,8.0 
BioShock Infinite                           ,PS3 ,2013,Shooter     ,Take-Two Interactive       ,0.7,0.7,0,0.3,1.7,94.0,85.0,M   ,9.0 
Gears of War: Judgment                      ,X360,2013,Shooter     ,Microsoft Game Studios     ,0.9,0.5,0,0.1,1.6,79.0,54.0,M   ,25.0
Battlefield 4                               ,PC  ,2013,Shooter     ,Electronic Arts            ,0.4,0.9,0,0.1,1.4,81.0,60  ,M   ,21  
Crysis 3                                    ,X360,2013,Shooter     ,Electronic Arts            ,0.5,0.3,0,0.1,0.9,76.0,67.0,M   ,9.0 
Crysis 3                                    ,PS3 ,2013,Shooter     ,Electronic Arts            ,0.3,0.4,0,0.2,0.9,77.0,63.0,M   ,14.0
Killzone: Mercenary                         ,PSV ,2013,Shooter     ,Sony Computer Entertainment,0.2,0.4,0,0.2,0.8,78.0,89.0,M   ,-11.
Aliens: Colonial Marines                    ,X360,2013,Shooter     ,Sega                       ,0.4,0.3,0,0.1,0.8,48.0,38.0,M   ,10.0
Call of Duty: Ghosts                        ,PC  ,2013,Shooter     ,Activision                 ,0.2,0.4,0,0.1,0.7,NA  ,NA  ,NA  ,NA  
BioShock Infinite                           ,PC  ,2013,Shooter     ,Take-Two Interactive       ,0.3,0.3,0,0.1,0.7,94.0,85.0,M   ,9.0 
Ratchet & Clank: Into the Nexus             ,PS3 ,2013,Shooter     ,Sony Computer Entertainment,0.3,0.2,0,0.1,0.7,NA  ,NA  ,NA  ,NA  
The Walking Dead: Survival Instinct         ,X360,2013,Shooter     ,Activision                 ,0.5,0.1,0,0.1,0.6,32.0,40  ,M   ,-8  
Crysis 3                                    ,PC  ,2013,Shooter     ,Electronic Arts            ,0.2,0.4,0,0.1,0.6,76.0,65.0,M   ,11.0
Aliens: Colonial Marines                    ,PS3 ,2013,Shooter     ,Sega                       ,0.2,0.3,0,0.1,0.6,43.0,36.0,M   ,7.0 
Payday 2                                    ,X360,2013,Shooter     ,505 Games                  ,0.3,0.2,0,0.1,0.6,75.0,63.0,M   ,12.0
Defiance                                    ,X360,2013,Shooter     ,Trion Worlds               ,0.4,0.1,0,0.1,0.6,60.0,72.0,M   ,-12.
The Walking Dead: Survival Instinct         ,PS3 ,2013,Shooter     ,Activision                 ,0.3,0.1,0,0.1,0.5,34.0,36.0,M   ,-2.0
Payday 2                                    ,PS3 ,2013,Shooter     ,505 Games                  ,0.2,0.1,0,0.1,0.4,74.0,62.0,M   ,12.0
Tomodachi Life                              ,3DS ,2013,Simulation  ,Nintendo                   ,1,2.1,1.9,0.2,5.2,NA  ,NA  ,NA  ,NA  
SimCity (2013)                              ,PC  ,2013,Simulation  ,Electronic Arts            ,0.5,0.8,0,0.2,1.4,64.0,22.0,E10+,42.0
Farming Simulator 2013                      ,X360,2013,Simulation  ,Focus Home Interactive     ,0.2,0.1,0,0,0.4,33.0,62.0,E   ,-29.
FIFA 14                                     ,PS3 ,2013,Sports      ,Electronic Arts            ,0.8,4.2,0.1,1.4,6.5,86.0,43.0,E   ,43.0
FIFA 14                                     ,X360,2013,Sports      ,Electronic Arts            ,0.9,2.9,0,0.4,4.2,84.0,42.0,E   ,42.0
FIFA 14                                     ,PS4 ,2013,Sports      ,Electronic Arts            ,0.6,1.9,0.1,0.4,3,87.0,63.0,E   ,24.0
NBA 2K14                                    ,X360,2013,Sports      ,Take-Two Interactive       ,2.1,0.2,0,0.2,2.5,87.0,49.0,E   ,38.0
Madden NFL 25                               ,X360,2013,Sports      ,Electronic Arts            ,2,0.1,0,0.2,2.2,80.0,56.0,E   ,24.0
NBA 2K14                                    ,PS3 ,2013,Sports      ,Take-Two Interactive       ,1.4,0.3,0,0.3,2.1,84.0,49.0,E   ,35.0
Madden NFL 25                               ,PS3 ,2013,Sports      ,Electronic Arts            ,1.6,0,0,0.2,1.9,76.0,41.0,E   ,35.0
NBA 2K14                                    ,PS4 ,2013,Sports      ,Take-Two Interactive       ,0.9,0.3,0,0.2,1.4,85.0,65.0,E   ,20.0
FIFA 14                                     ,XOne,2013,Sports      ,Electronic Arts            ,0.4,0.7,0,0.1,1.2,88.0,58.0,E   ,30.0
WWE 2K14                                    ,PS3 ,2013,Sports      ,Take-Two Interactive       ,0.5,0.5,0,0.2,1.1,74.0,75.0,T   ,-1.0
WWE 2K14                                    ,X360,2013,Sports      ,Take-Two Interactive       ,0.6,0.4,0,0.1,1.1,75.0,77.0,T   ,-2.0
NCAA Football 14                            ,X360,2013,Sports      ,Electronic Arts            ,1,0,0,0.1,1.1,77.0,58.0,E   ,19.0
NBA 2K14                                    ,XOne,2013,Sports      ,Take-Two Interactive       ,0.7,0.1,0,0.1,0.9,86.0,57.0,E   ,29.0
Madden NFL 25                               ,PS4 ,2013,Sports      ,Electronic Arts            ,0.6,0.1,0,0.1,0.9,74.0,52.0,E   ,22.0
Wii Fit U                                   ,WiiU,2013,Sports      ,Nintendo                   ,0.3,0.2,0.2,0.1,0.8,72.0,77.0,E   ,-5.0
NCAA Football 14                            ,PS3 ,2013,Sports      ,Electronic Arts            ,0.8,0,0,0.1,0.8,77.0,62.0,E   ,15.0
Madden NFL 25                               ,XOne,2013,Sports      ,Electronic Arts            ,0.7,0.1,0,0.1,0.8,73.0,59.0,E   ,14.0
Mario & Sonic at the Sochi 2014 Olympic Wint,WiiU,2013,Sports      ,Nintendo                   ,0.4,0.2,0.1,0.1,0.8,NA  ,NA  ,NA  ,NA  
MLB 13: The Show                            ,PS3 ,2013,Sports      ,Sony Computer Entertainment,0.7,0,0,0.1,0.7,87.0,78.0,E   ,9.0 
Football Manager 2014                       ,PC  ,2013,Sports      ,Sega                       ,0,0.6,0,0,0.6,85.0,55.0,E   ,30.0
NHL 14                                      ,PS3 ,2013,Sports      ,Electronic Arts            ,0.3,0.2,0,0.1,0.5,80.0,60  ,E10+,20  
NHL 14                                      ,X360,2013,Sports      ,Electronic Arts            ,0.4,0.1,0,0.1,0.5,81.0,59.0,E10+,22.0
Major League Baseball 2K13                  ,X360,2013,Sports      ,Take-Two Interactive       ,0.4,0,0,0,0.5,NA  ,NA  ,NA  ,NA  
FIFA 14                                     ,PSV ,2013,Sports      ,Electronic Arts            ,0.1,0.2,0,0.1,0.4,NA  ,1.8 ,E   ,NA  
FIFA 14                                     ,PC  ,2013,Sports      ,Electronic Arts            ,0,0.4,0,0,0.4,87.0,46.0,E   ,41.0
FIFA 14                                     ,Wii ,2013,Sports      ,Electronic Arts            ,0,0.4,0,0,0.4,NA  ,4.3 ,E   ,NA  
StarCraft II: Heart of the Swarm            ,PC  ,2013,Strategy    ,Activision                 ,0.8,0.7,0,0.2,1.7,86.0,79.0,T   ,7.0 
Pikmin 3                                    ,WiiU,2013,Strategy    ,Nintendo                   ,0.4,0.3,0.3,0.1,1.1,87.0,87.0,E10+,0.0 
Total War: Rome II                          ,PC  ,2013,Strategy    ,Sega                       ,0.1,0.5,0,0.1,0.7,76.0,42.0,T   ,34.0
Grand Theft Auto V                          ,PS4 ,2014,Action      ,Take-Two Interactive       ,4,6.3,0.4,2,12.6,97.0,83.0,M   ,14.0
Grand Theft Auto V                          ,XOne,2014,Action      ,Take-Two Interactive       ,2.8,2.2,0,0.5,5.5,97.0,79.0,M   ,18.0
The Last of Us                              ,PS4 ,2014,Action      ,Sony Computer Entertainment,1.9,2,0.1,0.8,4.7,NA  ,NA  ,NA  ,NA  
Watch Dogs                                  ,PS4 ,2014,Action      ,Ubisoft                    ,1.4,1.9,0.1,0.6,4,80.0,63.0,M   ,17.0
Assassin's Creed: Unity                     ,PS4 ,2014,Action      ,Ubisoft                    ,1.2,2.1,0.1,0.6,4,70.0,49.0,M   ,21.0
Assassin's Creed: Unity                     ,XOne,2014,Action      ,Ubisoft                    ,2.3,0.9,0,0.3,3.5,72.0,41.0,M   ,31.0
Middle-Earth: Shadow of Mordor              ,PS4 ,2014,Action      ,Warner Bros. Interactive En,1,1.4,0.1,0.5,3,84.0,81.0,M   ,3.0 
inFAMOUS: Second Son                        ,PS4 ,2014,Action      ,Sony Computer Entertainment,1.3,1,0.1,0.5,2.8,80.0,79.0,T   ,1.0 
The Evil Within                             ,PS4 ,2014,Action      ,Bethesda Softworks         ,0.6,0.9,0.1,0.3,1.8,75.0,73.0,M   ,2.0 
Watch Dogs                                  ,PS3 ,2014,Action      ,Ubisoft                    ,0.6,0.8,0.1,0.3,1.7,NA  ,5.1 ,M   ,NA  
Watch Dogs                                  ,XOne,2014,Action      ,Ubisoft                    ,0.9,0.5,0,0.1,1.6,78.0,58.0,M   ,20.0
Tomb Raider (2013)                          ,PS4 ,2014,Action      ,Square Enix                ,0.5,0.7,0.1,0.2,1.4,NA  ,NA  ,NA  ,NA  
Middle-Earth: Shadow of Mordor              ,XOne,2014,Action      ,Warner Bros. Interactive En,0.7,0.5,0,0.1,1.4,87.0,80  ,M   ,7   
Assassin's Creed: Rogue                     ,PS3 ,2014,Action      ,Ubisoft                    ,0.5,0.6,0.1,0.2,1.3,72.0,75.0,M   ,-3.0
The LEGO Movie Videogame                    ,X360,2014,Action      ,Warner Bros. Interactive En,0.7,0.5,0,0.1,1.3,69.0,72.0,E10+,-3.0
Metal Gear Solid V: Ground Zeroes           ,PS4 ,2014,Action      ,Konami Digital Entertainmen,0.5,0.5,0.2,0.2,1.3,75.0,62.0,M   ,13.0
Watch Dogs                                  ,X360,2014,Action      ,Ubisoft                    ,0.7,0.4,0,0.1,1.2,NA  ,5   ,M   ,NA  
Hyrule Warriors                             ,WiiU,2014,Action      ,Nintendo                   ,0.6,0.4,0.1,0.1,1.2,76.0,83.0,T   ,-7.0
Disney Infinity 2.0: Marvel Super Heroes    ,X360,2014,Action      ,Disney Interactive Studios ,0.6,0.3,0,0.1,1.1,NA  ,NA  ,NA  ,NA  
Assassin's Creed: Rogue                     ,X360,2014,Action      ,Ubisoft                    ,0.6,0.3,0,0.1,1,72.0,73.0,M   ,-1.0
Disney Infinity 2.0: Marvel Super Heroes    ,PS3 ,2014,Action      ,Disney Interactive Studios ,0.5,0.3,0,0.2,0.9,NA  ,NA  ,NA  ,NA  
Skylanders: Trap Team                       ,Wii ,2014,Action      ,Activision                 ,0.4,0.5,0,0.1,0.9,NA  ,NA  ,E10+,NA  
Lego Batman 3: Beyond Gotham                ,PS4 ,2014,Action      ,Warner Bros. Interactive En,0.4,0.4,0,0.1,0.9,73.0,71.0,E10+,2.0 
The LEGO Movie Videogame                    ,PS3 ,2014,Action      ,Warner Bros. Interactive En,0.3,0.4,0,0.1,0.9,80.0,68.0,E10+,12.0
Skylanders: Trap Team                       ,X360,2014,Action      ,Activision                 ,0.5,0.3,0,0.1,0.9,NA  ,NA  ,E10+,NA  
